date,pool,pit,color,sex,year,salinity,pool_temp,notes,recap
2022-03-18,0,3266,orange,m,2019,0,4,Upland forest below Otter Cliffs parking lot. Lung tissue herniated upon incision.,yes
2022-03-18,0,3274,red,m,2020_2021,0,4,"Larger pool above 5, left of 6",yes
2022-03-19,7,3216,red,m,2020_2021,0,5,NA,yes
2022-03-19,11,3261,red,m,2020_2021,0,5,NA,yes
2022-03-19,12,3266,orange,m,2019,0,5,Severed herniated lung tissue upon recapture. Hopes are higher for this individual's recovery.,yes
2022-03-19,5,3274,red,m,2020_2021,0,5,"Accidentally double-tagged, #900043000243219",yes
2022-03-19,0,3278,yellow,m,2017,0,5,In brush above pool 8,yes
2022-03-19,7,3293,NA,m,2022,0,5,NA,no
2022-03-19,4,3303,orange,m,2019,0,5,NA,yes
2022-03-20,7,3216,red,m,2020_2021,0.29,5.5,NA,yes
2022-03-20,0,3247,NA,m,2022,0,5.5,NA,no
2022-03-20,5,3278,yellow,m,2017,0.32,5.5,NA,yes
2022-03-20,7,3305,NA,m,2022,0.29,5.5,NA,no
2022-03-20,7,3316,red,m,2020_2021,0.29,5.5,NA,yes
2022-03-20,7,3330,red,m,2020_2021,0.29,5.5,NA,yes
2022-03-20,7,3336,red,m,2020_2021,0.29,5.5,NA,yes
2022-03-20,0,3337,NA,m,2022,0,5.5,NA,no
2022-03-20,12,3355,orange,m,2019,0.3,5.5,NA,yes
2022-03-20,5,3358,NA,m,2022,0.32,5.5,NA,no
2022-03-20,5,3382,NA,m,2022,0.32,5.5,NA,no
2022-03-20,5,3383,NA,m,2022,0.32,5.5,NA,no
2022-03-21,0,3336,red,m,2020_2021,0,2,In moss just above pool 6,yes
2022-03-24,6,3208,orange,f,2019,0.19,4.3,NA,yes
2022-03-24,7,3216,red,m,2020_2021,0.2,4.4,NA,yes
2022-03-24,7,3261,red,m,2020_2021,0.2,4.4,NA,yes
2022-03-24,7,3264,orange,m,2019,0.2,4.4,NA,yes
2022-03-24,7,3274,red,m,2020_2021,0.2,4.4,NA,yes
2022-03-24,6,3337,NA,m,2022,0.19,4.3,NA,no
2022-03-25,7,3216,red,m,2020_2021,0.27,5.8,NA,yes
2022-03-25,7,3261,red,m,2020_2021,0.27,5.8,NA,yes
2022-03-25,3,3303,orange,m,2019,0.29,5.8,NA,yes
2022-03-25,13,3305,NA,m,2022,0.3,5.9,NA,no
2022-03-25,0,3325,NA,m,2022,0.19,5.2,NA,no
2022-03-25,6,3347,NA,m,2022,0.27,5.8,NA,no
2022-03-25,0,3359,red,f,2020_2021,0.19,5.2,NA,yes
2022-03-25,13,3372,NA,m,2022,0.3,5.9,NA,no
2022-03-25,7,3373,orange,m,2019,0.27,5.8,NA,yes
2022-03-25,1,3379,NA,m,2022,0.36,5.4,NA,no
2022-03-25,7,3384,orange,m,2019,0.27,5.8,Regenerating foot. Color tag extremely subtle,yes
2022-03-25,1,3402,orange,m,2019,0.36,5.4,NA,yes
2022-03-26,3,3211,orange,m,2019,0.29,8.5,"Another salamander evaded capture, but we measured salinity in the deeper part of the pool where it was seen: 1.1ppt 9.1Â°C",yes
2022-03-26,7,3216,red,m,2020_2021,0.24,9.2,NA,yes
2022-03-26,7,3274,red,m,2020_2021,0.24,9.2,Moving to Pool 6,yes
2022-03-26,7,3289,pink,m,2018,0.24,9.2,NA,yes
2022-03-26,13,3305,NA,m,2022,0.33,8.8,NA,no
2022-03-26,6,3337,NA,m,2022,0.26,8.2,NA,no
2022-03-26,7,3359,red,f,2020_2021,0.24,9.2,NA,yes
2022-03-26,15,3372,NA,m,2022,0.47,8.3,NA,no
2022-03-26,1,3402,orange,m,2019,0.32,8.5,NA,yes
2022-03-26,3,NA,NA,NA,NA,1.1,9.1,Uncaptured,NA
2022-03-27,7,3216,red,m,2020_2021,0.22,9,NA,yes
2022-03-27,5,3242,yellow,m,2017,0.26,8.4,NA,yes
2022-03-27,7,3261,red,m,2020_2021,0.22,9,NA,yes
2022-03-27,7,3265,NA,m,2022,0.22,9,NA,no
2022-03-27,7,3274,red,m,2020_2021,0.22,9,NA,yes
2022-03-27,13,3305,NA,m,2022,0.33,9.4,NA,no
2022-03-27,7,3325,NA,m,2022,0.22,9,NA,no
2022-03-27,12,3358,NA,m,2022,0.22,8.7,NA,no
2022-03-27,1,NA,NA,NA,NA,0.27,8.4,Uncaptured,NA
2022-03-27,5,NA,NA,NA,NA,0.26,8.4,Uncaptured,NA
2022-03-30,NA,NA,NA,NA,NA,NA,NA,No salamanders at the point tonight,NA
2022-03-31,5,1299,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,5,3207,orange,m,2019,NA,NA,NA,yes
2022-03-31,0,3212,NA,m,2022,0.12,7.7,Outside pool 9,no
2022-03-31,0,3221,NA,m,2022,0.12,7.7,Outside pool 9,no
2022-03-31,11,3221,NA,m,2022,0.18,7.6,Moved on tagging night,no
2022-03-31,7,3230,yellow,m,2017,NA,NA,One eye!,yes
2022-03-31,0,3247,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,0,3248,red,m,2020_2021,0.12,7.7,Outside pool 9,yes
2022-03-31,0,3248,red,m,2020_2021,0,3.8,On path 2 above pools below road - Seen leaving breeding grounds the night of tagging.,yes
2022-03-31,0,3252,orange,m,2019,0.12,7.7,Outside pool 9,yes
2022-03-31,7,3252,orange,m,2019,NA,NA,Moved on tagging night,yes
2022-03-31,7,3259,yellow,m,2017,NA,NA,scarred face,yes
2022-03-31,7,3264,orange,m,2019,NA,NA,NA,yes
2022-03-31,6,3265,NA,m,2022,NA,NA,NA,no
2022-03-31,7,3274,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,0,3282,red,m,2020_2021,0.12,7.7,Outside pool 9,yes
2022-03-31,7,3289,pink,m,2018,NA,NA,NA,yes
2022-03-31,6,3304,orange,m,2019,NA,NA,Tag expelled,yes
2022-03-31,13,3305,NA,m,2022,0.28,7.4,NA,no
2022-03-31,9,3307,orange,m,2019,0.2,7.5,Female in notes,yes
2022-03-31,3,3313,red,m,2020_2021,0.21,7.3,NA,yes
2022-03-31,9,3314,red,m,2020_2021,0.2,7.5,Beautiful orange spots - Pink in notes,yes
2022-03-31,0,3319,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,5,3320,NA,m,2022,NA,NA,Uncertain images,no
2022-03-31,3,3322,red,m,2020_2021,0.21,7.3,NA,yes
2022-03-31,10,3322,red,m,2020_2021,0.19,7.6,Moved on tagging night,yes
2022-03-31,5,3325,NA,m,2022,NA,NA,NA,no
2022-03-31,0,3326,red,m,2020_2021,0.12,7.7,Outside pool 9,yes
2022-03-31,6,3337,NA,m,2022,NA,NA,NA,no
2022-03-31,0,3341,NA,m,2022,0,3.8,On trail below road above pools,no
2022-03-31,0,3345,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,0,3349,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,0,3352,yellow,m,2017,0.12,7.7,Outside pool 9,yes
2022-03-31,7,3355,orange,m,2019,NA,NA,NA,yes
2022-03-31,9,3360,NA,m,2022,0.2,7.5,Pink in notes,no
2022-03-31,9,3362,NA,f,2022,0.2,7.5,NA,no
2022-03-31,9,3364,red,m,2020_2021,0.2,7.5,NA,yes
2022-03-31,15,3364,red,m,2020_2021,0.36,7.2,Moved on tagging night,yes
2022-03-31,13,3372,NA,m,2022,0.28,7.4,NA,no
2022-03-31,10,3382,NA,m,2022,0.19,7.6,NA,no
2022-03-31,0,3386,red,m,2020_2021,0.12,7.4,Right of pool 3 facing ocean,yes
2022-03-31,9,3391,red,m,2020_2021,0.2,7.5,Female in notes,yes
2022-03-31,0,3395,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,0,3398,orange,m,2019,0.12,7.4,Right of pool 3 facing ocean,yes
2022-03-31,9,3399,NA,m,2022,0.2,7.5,NA,no
2022-03-31,0,3400,NA,m,2022,0.12,7.4,Right of pool 3 facing ocean,no
2022-03-31,7,3400,NA,m,2022,NA,NA,Moved on tagging night,no
2022-03-31,1,3402,orange,m,2019,0.25,6.7,NA,yes
2022-03-31,5,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,5,NA,orange,m,2019,NA,NA,NA,yes
2022-03-31,5,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,6,NA,yellow,f,2017,NA,NA,NA,yes
2022-03-31,6,NA,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,6,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,6,NA,orange,m,2019,NA,NA,NA,yes
2022-03-31,6,NA,yellow,m,2017,NA,NA,NA,yes
2022-03-31,6,NA,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,6,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,NA,f,2022,NA,NA,Under Root,no
2022-03-31,7,NA,yellow,m,2017,NA,NA,NA,yes
2022-03-31,7,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,7,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,yellow,m,2017,NA,NA,Big,yes
2022-03-31,7,NA,NA,m,2022,NA,NA,IMG1340? - Uncertain,no
2022-03-31,7,NA,red,m,2020_2021,NA,NA,NA,yes
2022-03-31,7,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,NA,m,2022,NA,NA,NA,no
2022-03-31,7,NA,NA,NA,NA,NA,NA,Uncaptured,NA
2022-03-31,7,NA,NA,NA,NA,NA,NA,Uncaptured,NA
2022-03-31,7,NA,NA,NA,NA,NA,NA,Uncaptured,NA
2022-03-31,8,NA,NA,f,2022,0.19,7.5,NA,no
2022-03-31,8,NA,NA,m,2022,0.19,7.5,NA,no
2022-03-31,8,NA,NA,m,2022,0.19,7.5,NA,no
2022-03-31,12,NA,NA,m,2022,0.18,7.5,NA,no
2022-03-31,13,NA,NA,f,2022,0.28,7.4,NA,no
2022-03-31,13,NA,red,m,2020_2021,0.28,7.4,NA,yes
2022-03-31,13,NA,NA,m,2022,0.28,7.4,NA,no
2022-03-31,13,NA,red,m,2020_2021,0.28,7.4,NA,yes
2022-03-31,13,NA,orange,m,2019,0.28,7.4,NA,yes
2022-03-31,13,NA,red,m,2020_2021,0.28,7.4,Looks older,yes
2022-03-31,13,NA,NA,m,2022,0.28,7.4,NA,no
2022-03-31,13,NA,NA,m,2022,0.28,7.4,NA,no
2022-03-31,13,NA,NA,m,2022,0.28,7.4,NA,no
2022-03-31,15,NA,orange,m,2019,0.36,7.2,NA,yes
2022-03-31,15,NA,orange,m,2019,0.36,7.2,NA,yes
2022-03-31,15,NA,orange,m,2019,0.36,7.2,Photo is female?,yes
2022-03-31,15,NA,red,m,2020_2021,0.36,7.2,NA,yes
2022-03-31,15,NA,NA,m,2022,0.36,7.2,NA,no
2022-03-31,11,NA,yellow,m,2017,0.18,7.6,NA,yes
2022-03-31,11,NA,red,m,2020_2021,0.18,7.6,NA,yes
2022-03-31,11,NA,red,m,2020_2021,0.18,7.6,NA,yes
2022-03-31,11,NA,red,m,2020_2021,0.18,7.6,NA,yes
2022-03-31,11,NA,NA,m,2022,0.18,7.6,NA,no
2022-04-01,2,3208,orange,f,2019,0.13,8,NA,yes
2022-04-01,3,3211,orange,m,2019,0.19,8,NA,yes
2022-04-01,1,3306,red,m,2020_2021,0.2,7.3,NA,yes
2022-04-01,15,3312,NA,m,2022,0.37,7.4,NA,no
2022-04-01,13,3314,red,m,2020_2021,0.24,8,NA,yes
2022-04-01,11,3317,orange,m,2019,0.18,8.2,NA,yes
2022-04-01,4,3318,orange,m,2019,0.18,8.2,NA,yes
2022-04-01,3,3320,NA,m,2022,0.19,8,NA,no
2022-04-01,5,3323,orange,m,2019,0.18,7.8,NA,yes
2022-04-01,0,3324,red,m,2020_2021,0,3.3,NA,yes
2022-04-01,5,3325,NA,m,2022,0.18,7.8,NA,no
2022-04-01,15,3327,orange,m,2019,0.37,7.4,NA,yes
2022-04-01,13,3328,red,m,2020_2021,0.24,8,NA,yes
2022-04-01,11,3329,red,m,2020_2021,0.18,8.2,NA,yes
2022-04-01,5,3332,NA,m,2022,0.18,7.8,NA,no
2022-04-01,13,3334,NA,m,2022,0.24,8,NA,no
2022-04-01,0,3338,NA,m,2022,0,3.3,NA,no
2022-04-01,3,3339,yellow,f,2017,0.19,8,NA,yes
2022-04-01,1,3340,red,m,2020_2021,0.2,7.3,Color debated,yes
2022-04-01,15,3343,NA,m,2022,0.37,7.4,NA,no
2022-04-01,15,3344,orange,m,2019,0.37,7.4,NA,yes
2022-04-01,11,3348,yellow,m,2017,0.18,8.2,NA,yes
2022-04-01,15,3351,orange,m,2019,0.37,7.4,NA,yes
2022-04-01,15,3356,orange,m,2019,0.37,7.4,NA,yes
2022-04-01,5,3363,red,m,2020_2021,0.18,7.8,NA,yes
2022-04-01,11,3365,yellow,m,2017,0.18,8.2,NA,yes
2022-04-01,3,3366,NA,m,2022,0.19,8,NA,no
2022-04-01,13,3367,orange,f,2019,0.24,8,NA,yes
2022-04-01,5,3370,orange,m,2019,0.18,7.8,NA,yes
2022-04-01,11,3371,NA,m,2022,0.18,8.2,NA,no
2022-04-01,5,3376,NA,m,2022,0.18,7.8,NA,no
2022-04-01,15,3378,orange,m,2019,0.37,7.4,NA,yes
2022-04-01,5,3385,NA,m,2022,0.18,7.8,NA,no
2022-04-01,11,3387,orange,m,2019,0.18,8.2,NA,yes
2022-04-01,15,3388,red,f,2020_2021,0.37,7.4,NA,yes
2022-04-01,11,3389,orange,m,2019,0.18,8.2,NA,yes
2022-04-01,5,3390,yellow,m,2017,0.18,7.8,NA,yes
2022-04-01,5,3392,red,m,2020_2021,0.18,7.8,NA,yes
2022-04-01,15,3394,NA,f,2022,0.37,7.4,NA,no
2022-04-01,3,3397,NA,m,2022,0.19,8,NA,no
2022-04-01,0,3399,NA,m,2022,0,3.3,NA,no
2022-04-01,1,3402,orange,m,2019,0.2,7.3,NA,yes
2022-04-01,4,3403,red,m,2020_2021,0.18,8.2,Possibly female,yes
2022-04-01,0,3404,NA,m,2022,0,3.3,NA,no
2022-04-02,7,3307,orange,m,2019,0.19,8.8,NA,yes
2022-04-02,15,3311,NA,m,2022,0.3,7.6,NA,no
2022-04-02,7,3354,red,m,2020_2021,0.19,8.8,NA,yes
2022-04-02,7,3357,orange,m,2019,0.19,8.8,NA,yes
2022-04-02,15,3394,NA,f,2022,0.3,7.6,NA,no
2022-04-02,0,3399,NA,m,2022,NA,NA,"Below pool 5, above pool 8",no
2022-04-02,1,NA,NA,NA,NA,0.26,8.4,Uncaptured,NA
2022-04-02,15,NA,NA,f,2022,0.3,7.6,Uncaptured,no
2022-04-03,15,3394,NA,f,2022,0.29,6.4,NA,no
2022-04-03,0,NA,NA,NA,NA,0,7.9,"Uncapture - Above 11, below 8, in a crevice that seems impossible to hide in...",NA
2022-04-03,1,NA,NA,NA,NA,0.2,8.2,Uncaptured,NA
2022-04-03,15,NA,NA,f,2022,0.29,6.4,Actively Laying Eggs,no
2022-04-03,15,NA,NA,f,2022,0.29,6.4,"Uncaptured, checked for UV tag",no
2022-04-04,7,3216,red,m,2020_2021,0.16,10,NA,yes
2022-04-04,7,3307,orange,m,2019,0.16,10,NA,yes
2022-04-04,11,3309,NA,f,2022,0.18,10,NA,no
2022-04-04,7,3333,NA,f,2022,0.16,10,NA,no
2022-04-04,11,3335,red,f,2020_2021,0.18,10,NA,yes
2022-04-04,1,3340,red,m,2020_2021,0.17,NA,Color debated,yes
2022-04-04,7,3342,NA,f,2022,0.16,10,NA,no
2022-04-04,7,3346,NA,f,2022,0.16,10,NA,no
2022-04-04,11,3353,NA,f,2022,0.18,10,NA,no
2022-04-04,5,3368,NA,f,2022,0.19,8.7,NA,no
2022-04-04,11,3369,NA,f,2022,0.18,10,NA,no
2022-04-04,15,3381,NA,f,2022,0.27,8.8,NA,no
2022-04-04,15,3394,NA,f,2022,0.27,8.8,NA,no
2022-04-04,7,NA,NA,f,2022,0.15,9.8,laying eggs,no
2022-04-04,15,NA,NA,f,NA,0.27,8.8,laying eggs,NA
2022-04-04,15,NA,NA,f,NA,0.27,8.8,laying eggs,NA
2022-04-05,7,3216,red,m,2020_2021,0.16,11.6,NA,yes
2022-04-05,15,3308,NA,f,2022,0.26,8.6,NA,no
2022-04-05,7,3315,yellow,f,2017,0.16,11.6,NA,yes
2022-04-05,13,3331,NA,f,2022,0.25,9,NA,no
2022-04-05,7,3333,NA,f,2022,0.16,11.6,NA,no
2022-04-05,1,3340,red,m,2020_2021,0.23,7,Color debated,yes
2022-04-05,12,3348,yellow,m,2017,0.16,9.7,NA,yes
2022-04-05,11,3350,NA,f,2022,0.17,9,NA,no
2022-04-05,7,3353,NA,f,2022,0.16,11.6,NA,no
2022-04-05,13,3367,orange,f,2019,0.25,9,NA,yes
2022-04-05,15,3381,NA,f,2022,0.26,8.6,NA,no
2022-04-05,15,3394,NA,f,2022,0.26,8.6,NA,no
2022-04-05,7,3396,red,m,2020_2021,0.16,11.6,NA,yes
2022-04-05,3,NA,NA,f,NA,0.18,7.3,laying eggs,NA
2022-04-05,6,NA,NA,NA,NA,0.06,6.9,Uncaptured,NA
2022-04-05,7,NA,orange,f,2019,0.16,11.6,NA,yes
2022-04-05,7,NA,NA,f,2022,0.16,11.6,NA,no
2022-04-05,11,NA,yellow,f,2017,0.17,9,NA,yes
2022-04-05,13,NA,orange,f,2019,0.25,9,NA,yes
2022-04-05,13,NA,NA,f,2022,0.25,9,NA,no
2022-04-05,13,NA,NA,f,2022,0.25,9,NA,no
2022-04-05,15,NA,NA,NA,NA,0.26,8.6,NA,NA
2022-04-05,15,NA,NA,NA,NA,0.26,8.6,NA,NA
2022-04-06,7,3216,red,m,2020_2021,0.15,10.2,NA,yes
2022-04-06,7,3289,pink,m,2018,0.15,10.2,NA,yes
2022-04-06,7,3307,orange,m,2019,0.15,10.2,Forgot UV light,yes
2022-04-06,11,3367,orange,f,2019,0.23,10.5,NA,yes
2022-04-06,7,3373,orange,m,2019,0.15,10.2,NA,yes
2022-04-06,7,NA,NA,NA,NA,0.15,10.2,NA,NA
2022-04-06,7,NA,NA,NA,NA,0.15,10.2,NA,NA
2022-04-06,7,NA,NA,NA,NA,0.15,10.2,NA,NA
2022-04-06,7,NA,NA,NA,NA,0.15,10.2,NA,NA
2022-04-06,11,NA,NA,NA,NA,0.15,9.8,NA,NA
2022-04-06,12,NA,NA,NA,NA,0.15,9.8,NA,NA
2022-04-06,12,NA,NA,NA,NA,0.15,9.8,NA,NA
2022-04-06,12,NA,NA,NA,NA,0.15,9.8,NA,NA
2022-04-06,15,NA,NA,NA,NA,0.25,9.8,NA,NA
2022-04-06,15,NA,NA,NA,NA,0.25,9.8,NA,NA
2022-04-07,6,3221,NA,m,2022,0.14,7.4,NA,no
2022-04-07,12,3234,NA,m,NA,0.15,8.5,NA,NA
2022-04-07,12,3273,NA,m,NA,0.15,8.5,NA,NA
2022-04-07,7,3274,red,m,2020_2021,0.14,8.5,NA,yes
2022-04-07,0,3276,red,m,2020_2021,0.25,9.8,Checked color later,yes
2022-04-07,2,3284,NA,f,NA,0.17,7.8,NA,NA
2022-04-07,7,3321,NA,m,NA,0.14,8.5,Tail Clipped,NA
2022-04-07,12,3322,red,m,2020_2021,0.15,8.5,NA,yes
2022-04-07,6,3325,NA,m,2022,0.14,7.4,NA,no
2022-04-07,13,3334,NA,m,2022,0.23,8.8,NA,no
2022-04-07,11,3349,NA,m,2022,0.15,8.8,NA,no
2022-04-07,7,3359,red,f,2020_2021,0.14,8.5,sex debated,yes
2022-04-07,6,3361,NA,m,NA,0.14,7.4,NA,NA
2022-04-07,7,3374,NA,m,NA,0.14,8.5,NA,NA
2022-04-07,0,3375,NA,m,NA,0.25,9.8,Travelling from pool 6 - pool 5,NA
2022-04-07,0,3377,NA,m,NA,0.25,9.8,Forgot UV light,NA
2022-04-07,0,3380,NA,m,NA,0.25,9.8,Above 5,NA
2022-04-07,7,3393,NA,m,NA,0.14,8.5,NA,NA
2022-04-07,6,3401,NA,m,NA,0.14,7.4,NA,NA
2022-04-08,7,3206,orange,m,2019,0.31,6.9,NA,yes
2022-04-08,11,3209,NA,m,2022,0.31,7,NA,no
2022-04-08,13,3210,NA,m,2022,0.27,7,NA,no
2022-04-08,7,3212,NA,m,2022,0.31,6.9,NA,no
2022-04-08,13,3214,NA,f,2022,0.27,7,NA,no
2022-04-08,6,3215,red,m,2020_2021,0.48,6.9,NA,yes
2022-04-08,7,3216,red,m,2020_2021,0.31,6.9,NA,yes
2022-04-08,7,3218,NA,m,2022,0.31,6.9,NA,no
2022-04-08,7,3220,red,m,2020_2021,0.31,6.9,NA,yes
2022-04-08,0,3222,NA,m,2022,0.29,7.6,Park loop 1/4th the distance to fabbri picnic area,no
2022-04-08,15,3223,NA,m,2022,0.71,7.5,NA,no
2022-04-08,0,3225,NA,f,2022,0.29,7.6,"In path, likely stepped on",no
2022-04-08,11,3227,red,m,2020_2021,0.31,7,NA,yes
2022-04-08,7,3228,NA,m,2022,0.31,6.9,NA,no
2022-04-08,7,3231,yellow,f,2017,0.31,6.9,NA,yes
2022-04-08,12,3234,NA,m,NA,0.31,7,NA,NA
2022-04-08,12,3235,orange,f,2019,0.31,7,NA,yes
2022-04-08,7,3236,NA,m,2022,0.31,6.9,NA,no
2022-04-08,7,3237,NA,m,2022,0.31,6.9,NA,no
2022-04-08,0,3238,NA,f,2022,0.29,7.6,Path above pool 15,no
2022-04-08,7,3240,NA,f,2022,0.31,6.9,NA,no
2022-04-08,12,3241,NA,m,2022,0.31,7,NA,no
2022-04-08,7,3243,yellow,m,2017,0.31,6.9,Tail clipped,yes
2022-04-08,15,3246,orange,m,2019,0.71,7.5,NA,yes
2022-04-08,7,3249,pink,m,2018,0.31,6.9,NA,yes
2022-04-08,0,3250,NA,m,2022,0.29,7.6,NA,no
2022-04-08,7,3251,red,m,2020_2021,0.31,6.9,NA,yes
2022-04-08,13,3255,NA,m,2022,0.27,7,NA,no
2022-04-08,15,3257,NA,m,2022,0.71,7.5,NA,no
2022-04-08,12,3260,pink,m,2018,0.31,7,NA,yes
2022-04-08,8,3262,pink,m,2018,0.26,7.4,NA,yes
2022-04-08,12,3263,red,f,2020_2021,0.31,7,NA,yes
2022-04-08,7,3264,orange,m,2019,0.31,6.9,NA,yes
2022-04-08,7,3266,orange,m,2019,0.31,6.9,NA,yes
2022-04-08,0,3270,NA,m,2022,0.29,7.6,NA,no
2022-04-08,7,3271,NA,f,2022,0.31,6.9,NA,no
2022-04-08,13,3275,NA,m,2022,0.27,7,NA,no
2022-04-08,11,3277,orange,f,2019,0.31,7,NA,yes
2022-04-08,0,3279,NA,m,2022,0.29,7.6,NA,no
2022-04-08,0,3280,NA,m,2022,0.29,7.6,Path above pool 6,no
2022-04-08,12,3281,red,m,2020_2021,0.31,7,NA,yes
2022-04-08,8,3282,red,m,2020_2021,0.26,7.4,NA,yes
2022-04-08,12,3283,red,m,2020_2021,0.31,7,NA,yes
2022-04-08,7,3287,orange,m,2019,0.31,6.9,NA,yes
2022-04-08,7,3288,orange,m,2019,0.31,6.9,NA,yes
