date,pool,pit,color,sex,year,salinity,pool_temp,notes,recap
2022-04-16,11,NA,NA,f,2022,0.17,8.8,NA,no
2022-04-16,11,NA,NA,f,2022,0.17,8.8,NA,no
2022-04-16,11,NA,NA,f,2022,0.17,8.8,NA,no
2022-04-16,12,NA,orange,f,2019,0.17,8.5,NA,yes
2022-04-16,12,NA,NA,f,2022,0.17,8.5,NA,no
2022-04-16,12,NA,NA,f,2022,0.17,8.5,NA,no
2022-04-16,13,NA,red,f,2020_2021,0.18,8.8,NA,yes
2022-04-16,13,NA,NA,f,2022,0.18,8.8,NA,no
2022-04-16,13,NA,NA,f,NA,0.18,8.8,Uncaptured,NA
2022-04-16,15,NA,NA,f,2022,0.29,8.6,NA,no
2022-04-16,15,NA,orange,f,2019,0.29,8.6,NA,yes
2022-04-17,15,3226,NA,f,2022,0.28,7.3,NA,no
2022-04-17,0,3307,orange,m,2019,0,2.7,Almost Dead - Above 6,yes
2022-04-17,13,4809,NA,f,2022,0.18,9.9,NA,no
2022-04-17,11,4815,NA,f,2022,0.2,7.5,NA,no
2022-04-17,7,4816,NA,f,2022,0.19,7.5,NA,no
2022-04-17,7,4822,NA,f,2022,0.19,7.5,NA,no
2022-04-17,13,4878,red,f,2020_2021,0.18,9.9,NA,yes
2022-04-17,13,4899,orange,f,2019,0.18,9.9,NA,yes
2022-04-17,12,4907,NA,f,2022,0.19,7.7,NA,no
2022-04-17,0,NA,NA,f,NA,0,2.7,"DECEASED Above 6 - Bodies torn apart, possible mink predation",NA
2022-04-17,0,NA,NA,f,NA,0,2.7,"DECEASED Above 6 - Bodies torn apart, possible mink predation",NA
2022-04-17,0,NA,NA,m,2022,0,2.7,"DECEASED Above 14 - body dessicated, likely killed by high winds while moving between pools",no
2022-04-17,7,NA,red,f,2020_2021,0.19,7.5,NA,yes
2022-04-17,7,NA,orange,f,2019,0.19,7.5,NA,yes
2022-04-17,7,NA,NA,f,2022,0.19,7.5,NA,no
2022-04-17,7,NA,NA,f,2022,0.19,7.5,NA,no
2022-04-17,11,NA,NA,f,2022,0.2,7.5,NA,no
2022-04-18,0,3307,orange,m,2019,0,3.3,DECEASED - Found with others in a pile likely made by a mink,yes
2022-04-18,7,NA,NA,f,2022,0.19,11,NA,no
2022-04-18,7,NA,orange,f,2019,0.19,11,NA,yes
2022-04-18,11,NA,NA,f,2022,0.19,11.5,NA,no
2022-04-18,11,NA,NA,f,2022,0.19,11.5,NA,no
2022-04-19,1,3340,red,m,2020_2021,26.5,7.9,DECEASED - 1.56ppt where found - likely died of osmotic shock fleeing higher salinities,yes
2022-04-19,6,4904,red,f,2020_2021,2.2,6.2,NA,yes
2022-04-20,NA,NA,NA,NA,NA,NA,NA,No Salamanders at the cliffs,NA
2022-04-21,1,4895,NA,f,2022,28.6,11.1,1.65ppt where found,no
2022-04-27,5,3268,yellow,m,2017,5.67,9.6,DECEASED - 0.36ppt where found - likely died of osmotic shock fleeing higher salinities,yes
2022-04-27,0,NA,NA,f,NA,7.2,0,between 6 & 7,NA
23-04-16,0,3262,orange,NA,2019,NA,NA,NA,yes
23-04-16,0,3228,NA,NA,2022,NA,NA,NA,yes
23-04-16,0,4745,NA,NA,2023,NA,NA,no color,no
23-04-16,0,4854,NA,NA,2023,NA,NA,above pool 2,no
23-04-16,1,3404,NA,NA,2022,0.14,10.4,NA,yes
23-04-16,1,3286,NA,NA,2022,0.14,10.4,NA,yes
23-04-16,1,3279,NA,NA,2022,0.14,10.4,NA,yes
23-04-16,1,4764,NA,NA,2023,0.14,10.4,NA,no
23-04-16,2,3403,red,NA,2020_2021,0.17,10.7,NA,yes
23-04-16,2,3402,pink,NA,2018,0.17,10.7,NA,yes
23-04-16,2,3339,yellow,NA,2017,0.17,10.7,NA,yes
23-04-16,2,4854,NA,NA,2022,0.17,10.7,NA,yes
23-04-16,2,4735,yellow,NA,2017,0.17,10.7,previously encountered tonight on the rocks,yes
23-04-16,2,3284,NA,NA,2023,0.17,10.7,2 untagged gravid females,no
23-04-16,7,3292,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3274,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3289,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3321,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3374,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3365,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,4800,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,3304,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3354,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3253,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3388,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3254,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3292,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3283,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,3258,orange,NA,2019,0.23,10.4,NA,yes
23-04-16,7,3357,orange,NA,2019,0.23,10.4,NA,yes
23-04-16,7,3264,orange,NA,2019,0.23,10.4,NA,yes
23-04-16,7,3266,orange,NA,2019,0.23,10.4,NA,yes
23-04-16,7,3206,orange,NA,2019,0.23,10.4,NA,yes
23-04-16,7,3248,pink,NA,2018,0.23,10.4,NA,yes
23-04-16,7,4741,pink,NA,2018,0.23,10.4,NA,yes
23-04-16,7,3231,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3348,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3375,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3237,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3315,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3259,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,3242,yellow,NA,2017,0.23,10.4,NA,yes
23-04-16,7,4883,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,3358,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,4863,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,3218,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,4714,NA,NA,2023,0.23,10.4,NA,no
23-04-16,7,4741,pink,NA,2018,0.23,10.4,NA,yes
23-04-16,7,4746,red,NA,2020_2021,0.23,10.4,NA,yes
23-04-16,7,4767,NA,NA,2023,0.23,10.4,NA,no
23-04-16,5,3396,red,NA,2020_2021,0.14,11,NA,yes
23-04-16,5,3326,red,NA,2020_2021,0.14,11,NA,yes
23-04-16,5,3207,orange,NA,2019,0.14,11,NA,yes
23-04-16,5,3396,pink,NA,2018,0.14,11,NA,yes
23-04-16,5,3243,yellow,NA,2017,0.14,11,NA,yes
23-04-16,5,4777,NA,NA,2023,0.14,11,no pit tag orange gravid female,no
23-04-16,6,3251,red,NA,2020_2021,0.16,10,NA,yes
23-04-16,6,3324,red,NA,2020_2021,0.16,10,NA,yes
23-04-16,6,4832,red,NA,2020_2021,0.16,10,NA,yes
23-04-16,6,3276,red,NA,2020_2021,0.16,10,NA,yes
23-04-16,6,3328,red,NA,2020_2021,0.16,10,NA,yes
23-04-16,6,3287,orange,NA,2019,0.16,10,NA,yes
23-04-16,6,4802,NA,NA,2023,0.16,10,NA,no
23-04-16,6,3383,NA,NA,2023,0.16,10,NA,no
23-04-16,6,4766,NA,NA,2023,0.16,10,NA,no
23-04-16,6,4732,NA,NA,2023,0.16,10,NA,no
23-04-16,8,3245,red,NA,2020_2021,0.14,11.6,NA,yes
23-04-16,8,3220,red,NA,2020_2021,0.14,11.6,NA,yes
23-04-16,8,3345,NA,NA,2023,0.14,11.6,NA,no
23-04-16,8,3399,NA,NA,2023,0.14,11.6,NA,no
23-04-16,8,4772,NA,NA,2023,0.14,11.6,NA,no
23-04-16,11,3329,red,NA,2020_2021,0.42,12.7,NA,yes
23-04-16,11,3355,orange,NA,2019,0.42,12.7,NA,yes
23-04-16,11,3358,NA,NA,2023,0.42,12.7,NA,no
23-04-16,11,4830,NA,NA,2023,0.42,12.7,NA,no
23-04-16,15,4797,red,NA,2020_2021,0.26,11.5,NA,yes
23-04-16,15,3351,orange,NA,2019,0.26,11.5,NA,yes
23-04-16,15,3378,orange,NA,2019,0.26,11.5,NA,yes
23-04-16,15,3370,pink,NA,2018,0.26,11.5,NA,yes
23-04-16,15,3244,pink,NA,2018,0.26,11.5,NA,yes
23-04-16,15,3382,NA,NA,2023,0.26,11.5,NA,no
23-04-16,15,4720,NA,NA,2023,0.26,11.5,NA,no
23-04-16,15,3275,NA,NA,2023,0.26,11.5,NA,no
23-04-16,15,3343,NA,NA,2023,0.26,11.5,NA,no
23-04-16,15,4791,red,NA,2020_2021,0.26,11.5,NA,yes
23-04-14,0,3328,red,NA,2020_2021,0.6,12.6,in tiny pool above pool 8,yes
23-04-14,0,3337,NA,NA,2022,0.6,12.6,in tiny pool above pool 9,yes
23-04-14,0,4802,NA,NA,2023,NA,NA,in dirt above pool 6,no
23-04-14,1,3403,red,NA,2020_2021,0.1,12.8,NA,yes
23-04-14,1,3404,NA,NA,2022,0.1,12.8,NA,yes
23-04-14,1,4854,NA,NA,2022,0.1,12.8,NA,yes
23-04-14,2,NA,NA,NA,NA,NA,NA,one egg mass not developing,NA
23-04-14,5,3370,red,NA,2020_2021,0.14,13.6,"two egg masses, unsure about development",yes
23-04-14,6,3359,red,NA,2020_2021,0.13,12,NA,yes
23-04-14,6,3401,red,NA,2020_2021,0.13,12,NA,yes
23-04-14,6,3383,NA,NA,2022,0.13,12,1 egg mass developing,yes
23-04-14,7,4898,red,NA,2020_2021,0.24,14.7,2 egg masses,yes
23-04-14,7,3261,red,NA,2020_2021,0.24,14.7,untagged yellow female,yes
23-04-14,7,3264,orange,NA,2019,0.24,14.7,NA,yes
23-04-14,7,3260,pink,NA,2018,0.24,14.7,NA,yes
23-04-14,7,3304,pink,NA,2018,0.24,14.7,"Might not be pink, hard to tell",yes
23-04-14,7,3352,yellow,NA,2017,0.24,14.7,NA,yes
23-04-14,7,3237,yellow,NA,2017,0.24,14.7,NA,yes
23-04-14,7,4755,orange,NA,2019,0.24,14.7,NA,yes
23-04-14,7,4714,NA,NA,2023,0.24,14.7,NA,no
23-04-14,8,3399,red,NA,2020_2021,0.14,14.7,2 egg masses developing,yes
23-04-14,8,3345,NA,NA,2022,0.14,14.7,NA,yes
23-04-14,8,3241,NA,NA,2022,0.14,14.7,NA,yes
23-04-14,11,4778,orange,NA,2019,0.25,14.5,NA,yes
23-04-14,11,3348,yellow,NA,2017,0.25,14.5,NA,yes
23-04-14,11,3272,NA,NA,2022,0.25,14.5,NA,yes
23-04-14,12,3216,red,NA,2020_2021,0.23,13.7,2 egg masses,yes
23-04-14,12,3389,orange,NA,2019,0.23,13.7,NA,yes
23-04-14,12,3234,NA,NA,2022,0.23,13.7,NA,yes
23-04-14,15,3223,NA,NA,2022,0.3,13.2,8 egg masses,yes
23-04-14,15,3382,NA,NA,2022,0.3,13.2,NA,yes
23-04-14,15,4797,red,NA,2020_2021,0.3,13.2,NA,yes
23-04-11,0,3363,red,NA,2020_2021,NA,NA,in pool above 8,yes
23-04-11,1,3379,NA,NA,2022,0.16,9,NA,yes
23-04-11,5,3339,red,NA,2020_2021,0.15,8.8,NA,yes
23-04-11,5,3329,red,NA,2020_2021,0.15,8.8,NA,yes
23-04-11,5,3361,orange,NA,2019,0.15,8.8,NA,yes
23-04-11,5,4766,NA,NA,2022,0.15,8.8,2 untagged gravid females,yes
23-04-11,7,3261,red,NA,2020_2021,0.17,9.1,NA,yes
23-04-11,7,4898,red,NA,2020_2021,0.17,9.1,NA,yes
23-04-11,7,3357,orange,NA,2019,0.17,9.1,NA,yes
23-04-11,7,4752,orange,NA,2019,0.17,9.1,has orange and red?,yes
23-04-11,7,3258,orange,NA,2019,0.17,9.1,NA,yes
23-04-11,7,3237,yellow,NA,2017,0.17,9.1,NA,yes
23-04-11,7,3375,yellow,NA,2017,0.17,9.1,NA,yes
23-04-11,7,3332,NA,NA,2022,0.17,9.1,NA,yes
23-04-11,7,3272,NA,NA,2022,0.17,9.1,NA,yes
23-04-11,7,4863,NA,NA,2023,0.17,9.1,NA,no
23-04-11,7,4900,NA,NA,2023,0.17,9.1,NA,no
23-04-11,7,4830,NA,NA,2023,0.17,9.1,NA,no
23-04-11,7,4865,NA,NA,2023,0.17,9.1,NA,no
23-04-11,8,3348,yellow,NA,2017,0.16,9.6,NA,yes
23-04-11,8,4880,NA,NA,2022,0.16,9.6,NA,yes
23-04-11,8,3241,NA,NA,2022,0.16,9.6,NA,yes
23-04-11,8,3328,NA,NA,2022,0.16,9.6,NA,yes
23-04-11,8,3345,NA,NA,2022,0.16,9.6,NA,yes
23-04-11,11,3216,red,NA,2020_2021,12.15,11.5,NA,yes
23-04-11,11,3273,red,NA,2020_2021,12.15,11.5,NA,yes
23-04-11,11,3235,orange,NA,2019,12.15,11.5,NA,yes
23-04-11,12,3378,orange,NA,2019,0.22,9.8,NA,yes
23-04-11,12,4883,NA,NA,2022,0.22,9.8,NA,yes
23-04-11,15,3223,NA,NA,2022,0.36,9.1,NA,yes
23-04-11,15,3257,NA,NA,2022,0.36,9.1,NA,yes
23-04-11,15,4872,NA,NA,2023,0.36,9.1,NA,no
23-04-10,2,3279,NA,NA,2022,0.09,8,NA,yes
23-04-10,5,3229,red,NA,2020_2021,0.15,9.5,NA,yes
23-04-10,7,3261,red,NA,2020_2021,0.16,9.3,NA,yes
23-04-10,7,3292,red,NA,2020_2021,0.16,9.3,NA,yes
23-04-10,7,3289,red,NA,2020_2021,0.16,9.3,NA,yes
23-04-10,7,3235,orange,NA,2019,0.16,9.3,NA,yes
23-04-10,7,3264,orange,NA,2019,0.16,9.3,NA,yes
23-04-10,7,4752,orange,NA,2019,0.16,9.3,NA,yes
23-04-10,7,3237,yellow,NA,2017,0.16,9.3,NA,yes
23-04-10,8,4880,NA,NA,2022,0.16,10.2,NA,yes
23-04-10,8,3241,NA,NA,2022,0.16,10.2,NA,yes
23-04-10,8,3345,NA,NA,2022,0.16,10.2,NA,yes
23-04-10,12,3368,NA,NA,2022,0.23,8.8,NA,yes
23-04-10,13,NA,NA,NA,NA,3.73,12.5,untagged gravid female,NA
23-04-10,15,3275,yellow,NA,2017,0.42,9.2,NA,yes
23-04-09,1,NA,NA,NA,NA,0.08,7.6,NA,NA
23-04-09,2,NA,NA,NA,NA,0.16,6.9,"one egg mass, maybe not developing?",NA
23-04-09,5,3229,red,NA,2020_2021,0.16,7.7,NA,yes
23-04-09,6,3359,red,NA,2020_2021,0.15,6.6,spermatafores but no eggs,yes
23-04-09,7,3261,red,NA,2020_2021,4.23,9.6,NA,yes
23-04-09,7,3264,orange,NA,2019,4.23,9.6,NA,yes
23-04-09,7,3352,yellow,NA,2017,4.23,9.6,NA,yes
23-04-09,7,4898,red,NA,2020_2021,4.23,9.6,NA,yes
23-04-09,8,3345,NA,NA,2022,0.16,8.3,NA,yes
23-04-09,8,3241,NA,NA,2022,0.16,8.3,NA,yes
23-04-09,12,NA,NA,NA,NA,0.25,8.3,"one egg mass, no spermatafor, one super gravid female untagged",NA
23-04-09,13,3331,NA,NA,2022,7.36,9.8,NA,yes
23-04-09,15,3275,NA,NA,2022,0.57,8.2,"maybe one gravid female, two egg masses, no spermatafores",yes
23-04-06,0,3370,red,NA,2020_2021,NA,NA,NA,yes
23-04-06,1,3403,pink,NA,2018,0.18,6.5,NA,yes
23-04-06,1,4888,NA,NA,2022,0.18,6.5,NA,yes
23-04-06,1,3379,NA,NA,2022,0.18,6.5,NA,yes
23-04-06,1,4838,NA,NA,2022,0.18,6.5,"injured earlier during pit injection, looking healthy now",yes
23-04-06,2,3211,orange,NA,2019,0.29,6.6,NA,yes
23-04-06,2,3279,NA,NA,2022,0.29,6.6,NA,yes
23-04-06,2,3284,NA,NA,2022,0.29,6.6,NA,yes
23-04-06,2,3286,NA,NA,2022,0.29,6.6,NA,yes
23-04-06,3,4842,NA,NA,2022,11.63,7.4,NA,yes
23-04-06,5,3324,red,NA,2020_2021,0.38,7,NA,yes
23-04-06,5,3276,red,NA,2020_2021,0.38,7,NA,yes
23-04-06,5,3229,pink,NA,2018,0.38,7,NA,yes
23-04-06,5,3375,yellow,NA,2017,0.38,7,NA,yes
23-04-06,5,3236,NA,NA,2022,0.38,7,NA,yes
23-04-06,5,4756,NA,NA,2023,0.38,7,NA,no
23-04-06,6,3251,red,NA,2020_2021,0.18,6.1,NA,yes
23-04-06,6,3283,red,NA,2020_2021,0.18,6.1,NA,yes
23-04-06,6,3359,red,NA,2020_2021,0.18,6.1,NA,yes
23-04-06,6,3287,orange,NA,2019,0.18,6.1,NA,yes
23-04-06,6,3383,NA,NA,2022,0.18,6.1,NA,yes
23-04-06,6,3319,NA,NA,2022,0.18,6.1,NA,yes
23-04-06,6,3401,NA,NA,2022,0.18,6.1,has color tag but couldn't read it,yes
23-04-06,6,3228,NA,NA,2022,0.18,6.1,NA,yes
23-04-06,7,3292,red,NA,2020_2021,17.21,9.6,NA,yes
23-04-06,7,3322,red,NA,2020_2021,17.21,9.6,NA,yes
23-04-06,7,3290,red,NA,2020_2021,17.21,9.6,NA,yes
23-04-06,7,3261,red,NA,2020_2021,17.21,9.6,NA,yes
23-04-06,7,3361,orange,NA,2019,17.21,9.6,NA,yes
23-04-06,7,3374,yellow,NA,2017,17.21,9.6,NA,yes
23-04-06,7,3390,yellow,NA,2017,17.21,9.6,NA,yes
23-04-06,7,3243,yellow,NA,2017,17.21,9.6,yellow and red..,yes
23-04-06,7,3218,NA,NA,2022,17.21,9.6,NA,yes
23-04-06,7,3304,NA,NA,2022,17.21,9.6,NA,yes
23-04-06,7,3397,NA,NA,2022,17.21,9.6,NA,yes
23-04-06,7,3311,NA,NA,2022,17.21,9.6,NA,yes
23-04-06,7,4805,NA,NA,2023,17.21,9.6,NA,no
23-04-06,7,4752,NA,NA,2023,17.21,9.6,NA,no
23-04-06,8,4832,red,NA,2020_2021,0.24,7,NA,yes
23-04-06,8,3241,NA,NA,2022,0.24,7,NA,yes
23-04-06,8,3345,NA,NA,2022,0.24,7,NA,yes
23-04-06,8,3320,NA,NA,2022,0.24,7,NA,yes
23-04-06,8,3337,NA,NA,2022,0.24,7,NA,yes
23-04-06,11,3348,yellow,NA,2017,0.61,12.2,NA,yes
23-04-06,11,4801,NA,NA,2023,0.61,12.2,NA,no
23-04-06,11,4794,NA,NA,2023,0.61,12.2,NA,no
23-04-06,11,4757,NA,NA,2023,0.61,12.2,NA,no
23-04-06,12,3273,red,NA,2020_2021,0.29,6.9,NA,yes
23-04-06,12,3399,red,NA,2020_2021,0.29,6.9,may not be red,yes
23-04-06,12,3289,red,NA,2020_2021,0.29,6.9,NA,yes
23-04-06,12,3216,pink,NA,2018,0.29,6.9,NA,yes
23-04-06,12,3234,NA,NA,2022,0.29,6.9,NA,yes
23-04-06,15,3223,NA,NA,2022,0.45,6.8,NA,yes
23-04-06,15,4708,NA,NA,2023,0.45,6.8,NA,no
23-04-06,0,3237,yellow,NA,2017,NA,NA,between pools 6 and 7,yes
23-04-06,0,3319,NA,NA,2022,NA,NA,between pools 6 and 8,yes
23-04-06,0,4766,NA,NA,2023,NA,NA,between pools 6 and 9,no
23-04-06,0,4734,NA,NA,2023,NA,NA,between pools 6 and 10,no
23-04-06,1,4888,NA,NA,2023,0.1,8,first trip on the 6th everything above is second trip,no
23-04-06,2,4842,NA,NA,2023,0.18,6.9,"one unmarked gravid female, egg mass present",no
23-04-06,5,3359,orange,NA,2019,0.18,7.1,NA,yes
23-04-06,7,4889,NA,NA,2023,13.13,10.8,NA,no
23-04-06,8,4832,red,NA,2020_2021,0.18,7.5,NA,yes
23-04-06,8,3345,NA,NA,2022,0.18,7.5,NA,yes
23-04-06,8,3241,NA,NA,2022,0.18,7.5,NA,yes
23-04-06,10,4880,NA,NA,2023,0.29,7.9,NA,no
23-04-06,12,3220,red,NA,2020_2021,0.33,7.1,NA,yes
23-04-06,12,3206,orange,NA,2019,0.33,7.1,NA,yes
23-04-06,12,3259,yellow,NA,2017,0.33,7.1,NA,yes
23-04-06,12,3234,NA,NA,2022,0.33,7.1,NA,yes
23-04-06,12,4883,NA,NA,2022,0.33,7.1,NA,yes
23-04-06,12,3399,NA,NA,2022,0.33,7.1,one small untagged male present,yes
23-04-06,13,3328,red,NA,2020_2021,9.13,8.8,one untagged female gravid,yes
23-04-04,1,3379,NA,NA,2022,0.19,9.6,NA,yes
23-04-04,1,4854,NA,NA,2023,0.19,9.6,NA,no
23-04-04,1,4888,NA,NA,2023,0.19,9.6,NA,no
23-04-04,8,3345,NA,NA,2022,0.11,8,few spermataphore,yes
23-04-04,15,NA,NA,NA,NA,1.03,7.6,2019 untagged gravid female,NA
23-04-03,0,3257,NA,NA,2022,0.5,7.5,in water next to poool 15,yes
23-04-03,1,3242,yellow,NA,2017,0.24,7.3,one got away,yes
23-04-03,6,NA,NA,NA,NA,NA,NA,has spermatophores,NA
23-04-03,8,3322,orange,NA,2019,0.2,8.7,NA,yes
23-04-03,8,3241,NA,NA,2022,0.2,8.7,NA,yes
23-04-03,13,NA,orange,NA,2019,0.26,5.8,"gravid female, did not tag",yes
23-04-03,15,3275,NA,NA,2022,1.63,7.2,NA,yes
23-04-01,0,3276,red,NA,2020_2021,NA,NA,NA,yes
23-04-01,0,3320,NA,NA,2022,NA,NA,NA,yes
23-04-01,0,3337,NA,NA,2022,NA,NA,NA,yes
23-04-01,0,4838,NA,NA,2023,NA,NA,"no color, injured slightly during injection",no
23-04-01,1,3403,NA,NA,2022,2.24,5.8,NA,yes
23-04-01,1,3379,NA,NA,2022,2.24,5.8,NA,yes
23-04-01,5,3316,orange,NA,2019,0.14,6.1,NA,yes
23-04-01,6,3248,red,NA,2020_2021,0.18,5.9,NA,yes
23-04-01,6,3287,orange,NA,2019,0.18,5.9,NA,yes
23-04-01,6,3384,orange,NA,2019,0.18,5.9,NA,yes
23-04-01,6,4902,NA,NA,2023,0.18,5.9,NA,no
23-04-01,6,4881,NA,NA,2023,0.18,5.9,injured during pit injection,no
23-04-01,6,4832,red,NA,2020_2021,0.18,5.9,NA,yes
23-04-01,7,3348,yellow,NA,2017,16.2,8.4,second salinity 5.8,yes
23-04-01,7,3332,NA,NA,2022,16.2,8.4,second salinity 5.8,yes
23-04-01,8,3345,orange,NA,2019,0.18,6.1,NA,yes
23-04-01,8,3363,NA,NA,2022,0.18,6.1,NA,yes
23-04-01,8,3337,NA,NA,2022,0.18,6.1,NA,yes
23-04-01,11,3355,orange,NA,2019,0.32,6.1,NA,yes
23-04-01,12,3273,red,NA,2020_2021,0.6,6.1,NA,yes
23-04-01,12,3216,red,NA,2020_2021,0.6,6.1,NA,yes
23-04-01,12,3281,red,NA,2020_2021,0.6,6.1,NA,yes
23-04-01,12,3259,yellow,NA,2017,0.6,6.1,NA,yes
23-04-01,12,3365,yellow,NA,2017,0.6,6.1,NA,yes
23-04-01,12,3358,NA,NA,2022,0.6,6.1,NA,yes
23-04-01,12,4883,NA,NA,2023,0.6,6.1,NA,no
23-04-01,13,3300,NA,NA,2022,0.4,6.2,NA,yes
23-04-01,15,3246,orange,NA,2019,3,6.3,NA,yes
23-04-01,16,3293,NA,NA,2022,3,6.3,NA,yes
